UserID,interaction_count,average_rating,rating_std,activity_span_days,recency_days,active_days,interactions_per_active_day,weekend_interaction_ratio,unique_genre_count,genre_prop_action,genre_prop_adventure,genre_prop_animation,genre_prop_childrens,genre_prop_comedy,genre_prop_crime,genre_prop_documentary,genre_prop_drama,genre_prop_fantasy,genre_prop_film_noir,genre_prop_horror,genre_prop_musical,genre_prop_mystery,genre_prop_romance,genre_prop_sci_fi,genre_prop_thriller,genre_prop_war,genre_prop_western
3147,211,3.4834123222748814,1.0016461287680447,0.04,896.85,1,211.0,0.0,17,0.1373,0.0515,0.0215,0.0236,0.1588,0.0751,0.0,0.1652,0.0107,0.0064,0.0236,0.0193,0.0451,0.0408,0.0408,0.133,0.0429,0.0043
3148,102,3.696078431372549,0.8179812833593614,0.39,896.52,2,51.0,0.0,18,0.0901,0.1081,0.009,0.018,0.2523,0.0495,0.0045,0.1892,0.0135,0.027,0.027,0.009,0.0135,0.045,0.0541,0.0495,0.0315,0.009
3149,27,4.111111111111111,0.8915558282417285,0.01,897.02,1,27.0,0.0,13,0.2,0.1,0.02,0.02,0.14,0.02,0.0,0.12,0.02,0.0,0.04,0.0,0.02,0.02,0.1,0.18,0.0,0.0
3150,77,3.883116883116883,1.0634356681854829,571.11,325.96,8,9.62,0.013,15,0.0157,0.0236,0.0079,0.0236,0.3386,0.0236,0.0,0.2283,0.0157,0.0079,0.0315,0.0236,0.0472,0.0945,0.0236,0.0945,0.0,0.0
3151,172,4.122093023255814,1.2435471960174933,0.09,897.39,1,172.0,0.0,18,0.1429,0.069,0.0123,0.032,0.0936,0.0394,0.0025,0.133,0.0148,0.0099,0.0222,0.0148,0.0369,0.0714,0.0665,0.2094,0.0271,0.0025
3152,31,3.0,0.8563488385776752,579.93,317.57,2,15.5,0.0,14,0.0952,0.0794,0.0476,0.0952,0.1587,0.0159,0.0,0.1746,0.1111,0.0,0.0159,0.0159,0.0317,0.0,0.0635,0.0794,0.0159,0.0
3153,44,3.6136363636363638,1.061282880793589,0.01,897.54,1,44.0,0.0,14,0.0488,0.0244,0.0366,0.0488,0.439,0.0122,0.0,0.1341,0.0244,0.0,0.0366,0.0122,0.0,0.122,0.0244,0.0122,0.0244,0.0
3154,189,3.761904761904762,0.9954302883510054,142.93,754.64,6,31.5,0.1746,16,0.1149,0.0562,0.0489,0.0489,0.1222,0.0342,0.0,0.1589,0.0171,0.0073,0.0244,0.0196,0.0391,0.0905,0.0538,0.132,0.0318,0.0
3155,85,4.035294117647059,0.8229890183773707,0.04,897.65,1,85.0,0.0,17,0.1237,0.0619,0.0155,0.0619,0.0928,0.0155,0.0052,0.1907,0.0619,0.0052,0.0206,0.0619,0.0052,0.0773,0.0619,0.0876,0.0515,0.0
3156,64,3.40625,1.0498488175363823,261.59,636.19,2,32.0,0.0781,14,0.3245,0.0662,0.0066,0.0,0.0728,0.0662,0.0,0.1258,0.0066,0.0,0.0132,0.0,0.0132,0.0265,0.106,0.1325,0.0331,0.0066
3157,159,3.559748427672956,0.7679596093723025,11.73,886.07,4,39.75,0.0,17,0.1586,0.0914,0.0323,0.0403,0.2043,0.0269,0.0,0.0806,0.0296,0.0054,0.0376,0.0215,0.0108,0.0188,0.1317,0.0699,0.0242,0.0161
3158,296,3.918918918918919,0.8945296161008529,897.13,0.71,26,11.38,0.0405,18,0.1231,0.0857,0.0343,0.0421,0.1604,0.0218,0.0047,0.1651,0.028,0.0031,0.0312,0.0202,0.014,0.0498,0.1044,0.0748,0.0312,0.0062
3159,238,4.033613445378151,0.6866143084693401,765.99,131.87,16,14.88,0.2647,18,0.0655,0.0465,0.0359,0.0444,0.2474,0.0381,0.0021,0.203,0.0169,0.0085,0.0317,0.0254,0.0148,0.0655,0.0529,0.0677,0.0275,0.0063
3160,25,4.04,0.8406346808612327,0.0,897.88,1,25.0,0.0,14,0.1892,0.0676,0.027,0.0405,0.0811,0.0135,0.0,0.1081,0.027,0.0135,0.0541,0.0,0.0,0.027,0.2027,0.0946,0.0541,0.0
3161,71,4.140845070422535,0.8501390583375559,0.2,897.77,1,71.0,0.0,18,0.0897,0.0414,0.0207,0.0345,0.1931,0.0414,0.0138,0.2069,0.0138,0.0069,0.0138,0.0138,0.0069,0.0621,0.0897,0.0828,0.0552,0.0138
3162,82,2.8780487804878048,1.3461444156235776,0.01,898.09,1,82.0,0.0,13,0.3198,0.0609,0.0,0.0,0.0558,0.066,0.0,0.1066,0.0,0.0102,0.0203,0.0,0.066,0.0355,0.0457,0.198,0.0102,0.0051
3163,858,3.9324009324009324,0.9674270595821329,449.22,448.88,7,122.57,0.0047,18,0.1112,0.0694,0.0275,0.0413,0.1881,0.0321,0.0017,0.1743,0.0149,0.0063,0.0367,0.0264,0.0161,0.0768,0.0705,0.0722,0.0264,0.008
3164,30,3.5,1.0747894741730137,0.01,898.19,1,30.0,0.0,12,0.1273,0.0727,0.0364,0.0727,0.2,0.0182,0.0,0.2545,0.0182,0.0,0.0,0.0,0.0,0.0182,0.0545,0.0909,0.0364,0.0
3165,30,3.7,1.3429252681597994,0.01,898.2,1,30.0,0.0,12,0.169,0.0423,0.0,0.0,0.1549,0.0845,0.0,0.2535,0.0282,0.0,0.0141,0.0,0.0,0.0282,0.0704,0.1127,0.0282,0.0141
3166,40,3.925,0.8285761652005575,0.01,898.49,1,40.0,0.0,16,0.1325,0.0602,0.0241,0.0361,0.1325,0.0602,0.0,0.2048,0.012,0.012,0.0361,0.0241,0.0241,0.0241,0.0482,0.1205,0.0482,0.0
3167,220,4.031818181818182,1.2215292323237033,12.07,886.54,2,110.0,0.0,18,0.1478,0.0678,0.0144,0.0144,0.1951,0.0349,0.0082,0.1068,0.0205,0.0082,0.0246,0.0205,0.0164,0.0472,0.1335,0.0883,0.0411,0.0103
3168,30,3.3333333333333335,0.9942362632324556,0.02,898.62,1,30.0,0.0,11,0.1,0.02,0.02,0.02,0.16,0.04,0.0,0.28,0.0,0.0,0.0,0.02,0.02,0.1,0.0,0.22,0.0,0.0
3169,129,3.7674418604651163,1.4922279269758059,0.02,898.66,1,129.0,0.0,16,0.1983,0.1121,0.0057,0.0201,0.0402,0.0201,0.0,0.0661,0.0201,0.0029,0.046,0.0,0.0115,0.0144,0.3132,0.0891,0.0345,0.0057
3170,73,3.904109589041096,0.8525188750214766,0.01,898.7,1,73.0,0.0,16,0.1321,0.0692,0.044,0.0314,0.195,0.0377,0.0063,0.1824,0.0126,0.0126,0.0189,0.0126,0.0,0.0314,0.0818,0.0818,0.0503,0.0
3171,132,4.181818181818182,0.7185458366461769,414.92,483.95,5,26.4,0.0,16,0.0341,0.0114,0.0,0.0,0.1364,0.1212,0.0341,0.2614,0.0038,0.0568,0.0114,0.0114,0.0606,0.0758,0.0152,0.1212,0.0417,0.0038
3172,108,3.5833333333333335,1.340421191999969,880.1,18.78,4,27.0,0.1759,16,0.1364,0.0496,0.0331,0.0207,0.1364,0.0909,0.0041,0.1488,0.0,0.0124,0.0124,0.0,0.0289,0.0496,0.1198,0.1198,0.0289,0.0083
3173,95,4.168421052631579,0.9300266706190257,0.03,898.85,1,95.0,0.0,17,0.1825,0.1071,0.004,0.0119,0.0794,0.0198,0.0,0.0556,0.0595,0.0159,0.0675,0.0079,0.004,0.0357,0.2341,0.0833,0.0278,0.004
3174,87,3.6436781609195403,0.8889111642936433,43.98,854.92,3,29.0,0.0,16,0.089,0.0157,0.0209,0.0262,0.1623,0.0209,0.0,0.1675,0.0105,0.0,0.0105,0.0157,0.0157,0.2094,0.0314,0.1675,0.0314,0.0052
3175,87,4.091954022988506,0.8843889482659892,0.89,898.04,2,43.5,0.0,17,0.0658,0.0197,0.0197,0.0197,0.1711,0.0395,0.0526,0.3421,0.0,0.0197,0.0066,0.0066,0.0132,0.0921,0.0395,0.0395,0.0461,0.0066
3176,21,3.380952380952381,1.2835961388299078,1.12,897.82,2,10.5,0.0,11,0.1333,0.0667,0.0444,0.0444,0.1333,0.0,0.0,0.2222,0.0,0.0,0.0444,0.0,0.0222,0.0889,0.0,0.1333,0.0667,0.0
3177,61,4.180327868852459,1.0725079132779,301.31,597.65,2,30.5,0.0,17,0.0847,0.0254,0.0254,0.0339,0.1864,0.0508,0.0,0.2797,0.0085,0.0085,0.0169,0.0085,0.0169,0.0932,0.0254,0.0763,0.0508,0.0085
3178,212,2.75,1.1555553023858434,324.81,574.18,4,53.0,0.1887,18,0.1698,0.1057,0.0245,0.0264,0.1057,0.0189,0.0075,0.083,0.034,0.0113,0.0302,0.0189,0.0132,0.0264,0.2,0.0755,0.0434,0.0057
3179,25,3.2,1.118033988749895,0.02,899.06,1,25.0,0.0,10,0.0526,0.0526,0.0263,0.0263,0.4211,0.0,0.0,0.2105,0.0,0.0,0.0263,0.0,0.0,0.0526,0.0526,0.0789,0.0,0.0
3180,490,2.86734693877551,1.1006389211755874,0.35,898.72,2,245.0,0.0,18,0.0713,0.0317,0.0079,0.026,0.3228,0.0442,0.0045,0.2378,0.0136,0.0023,0.0238,0.0147,0.0113,0.0623,0.043,0.0487,0.0294,0.0045
3181,25,4.36,0.9949874371066196,0.08,899.02,1,25.0,0.0,13,0.087,0.0652,0.0,0.0,0.0652,0.087,0.0,0.1957,0.0217,0.087,0.0,0.0,0.0652,0.0217,0.0652,0.1739,0.0435,0.0217
3182,626,3.0782747603833864,1.2719525379454781,842.98,56.15,11,56.91,0.0112,18,0.1248,0.0531,0.0118,0.0329,0.2327,0.0548,0.0042,0.1813,0.0118,0.0017,0.043,0.0194,0.0126,0.0514,0.0599,0.0734,0.0253,0.0059
3183,111,3.3513513513513513,0.7090153049848098,0.02,899.59,1,111.0,0.0,17,0.2324,0.1197,0.0141,0.0352,0.081,0.0352,0.0,0.081,0.0176,0.0176,0.0141,0.0106,0.0317,0.0352,0.081,0.0634,0.0563,0.0739
3184,105,3.8285714285714287,1.1804264455723588,0.69,899.16,2,52.5,0.0,17,0.0625,0.0365,0.0156,0.0365,0.2031,0.0312,0.0,0.2708,0.0156,0.0104,0.0365,0.026,0.0156,0.0885,0.0521,0.0469,0.0469,0.0052
3185,90,3.988888888888889,1.1167211681036975,0.01,899.93,1,90.0,0.0,17,0.1368,0.0105,0.0316,0.0368,0.2368,0.0526,0.0,0.1316,0.0105,0.0053,0.0158,0.0211,0.0421,0.0421,0.0684,0.1368,0.0158,0.0053
3186,37,3.7837837837837838,1.2938988268694636,0.01,899.94,1,37.0,0.0,13,0.038,0.0253,0.0,0.0,0.0759,0.1013,0.0,0.1392,0.0,0.2278,0.0127,0.0,0.0633,0.038,0.0633,0.1646,0.038,0.0127
3187,27,4.333333333333333,0.9198662110078,0.01,900.2,1,27.0,0.0,13,0.0862,0.1207,0.0,0.0172,0.0345,0.069,0.0,0.2069,0.0517,0.0517,0.0,0.0,0.0345,0.0172,0.1379,0.1207,0.0517,0.0
3188,21,4.238095238095238,0.8309489698388163,0.02,900.23,1,21.0,0.0,10,0.0732,0.0488,0.0,0.0,0.2439,0.0244,0.0,0.2683,0.0,0.0,0.0,0.0,0.0244,0.1463,0.0488,0.0732,0.0488,0.0
3189,525,3.182857142857143,1.0230601773597947,24.15,876.36,5,105.0,0.1714,18,0.1677,0.0834,0.0139,0.0269,0.1946,0.0235,0.0009,0.0964,0.013,0.0017,0.0487,0.0113,0.0078,0.0921,0.0895,0.099,0.0226,0.007
3190,36,3.9444444444444446,0.9839989676081822,0.02,900.5,1,36.0,0.0,13,0.169,0.0704,0.0282,0.0282,0.2817,0.0141,0.0,0.1127,0.0,0.0,0.0282,0.0141,0.0,0.0563,0.0845,0.0845,0.0282,0.0
3191,406,3.147783251231527,1.0876784711520564,0.08,900.46,1,406.0,0.0,17,0.2278,0.0756,0.0041,0.0031,0.1103,0.0388,0.0,0.0899,0.0072,0.001,0.0337,0.001,0.0215,0.1073,0.0848,0.1696,0.0194,0.0051
3192,150,4.3,0.849397733730856,135.14,765.45,3,50.0,0.0,17,0.1269,0.0634,0.0151,0.0211,0.1994,0.0755,0.0,0.1269,0.0211,0.006,0.003,0.003,0.0181,0.0544,0.1208,0.1088,0.0332,0.003
3193,190,3.1473684210526316,1.0023086689142031,0.04,900.56,1,190.0,0.0,16,0.129,0.0543,0.0181,0.0136,0.0928,0.1199,0.0,0.1267,0.0068,0.0136,0.052,0.0045,0.0271,0.0271,0.1493,0.1561,0.009,0.0
3194,34,3.735294117647059,0.7904284810156532,119.99,780.64,2,17.0,0.0,15,0.1905,0.0952,0.0159,0.0159,0.127,0.0159,0.0,0.1429,0.0,0.0159,0.0317,0.0159,0.0476,0.0159,0.0952,0.1429,0.0317,0.0
3195,192,3.5,1.1667289935981784,25.99,874.64,3,64.0,0.0156,18,0.1354,0.099,0.0104,0.0391,0.2031,0.0391,0.0026,0.1615,0.0208,0.0052,0.0339,0.013,0.0078,0.0391,0.0833,0.0651,0.0339,0.0078
3196,305,3.232786885245902,1.1009447664505272,295.06,605.61,8,38.12,0.6131,17,0.0649,0.0694,0.0437,0.1011,0.2157,0.0136,0.0,0.0739,0.0377,0.0015,0.1101,0.0483,0.0151,0.0588,0.0724,0.0603,0.0121,0.0015
3197,136,3.323529411764706,1.4498140516334246,0.01,900.66,1,136.0,0.0,15,0.0545,0.0273,0.0,0.003,0.1455,0.1576,0.0,0.1818,0.0091,0.0242,0.0061,0.0182,0.0212,0.2333,0.0182,0.0818,0.0182,0.0
3198,105,4.104761904761904,0.842658448051914,0.79,899.9,1,105.0,0.0,17,0.0518,0.0415,0.0207,0.0155,0.1658,0.0259,0.0,0.1244,0.0104,0.0155,0.3005,0.0155,0.0259,0.0104,0.0622,0.0933,0.0052,0.0155
3199,100,3.47,0.8698658900466592,10.08,890.65,2,50.0,0.0,16,0.187,0.087,0.0087,0.013,0.1174,0.0304,0.0,0.1304,0.0391,0.0,0.0174,0.0043,0.013,0.0609,0.1087,0.1174,0.0435,0.0217
3200,159,3.7861635220125787,0.9504481279782658,118.92,781.85,6,26.5,0.8616,17,0.0756,0.0378,0.0174,0.0087,0.1599,0.0494,0.0029,0.2529,0.0203,0.0174,0.0,0.0029,0.0349,0.1512,0.0436,0.1047,0.0174,0.0029
3201,446,4.082959641255606,0.861055653727998,46.85,853.99,2,223.0,0.8206,18,0.1243,0.0581,0.0151,0.0302,0.1684,0.0395,0.0035,0.1835,0.0093,0.0116,0.0511,0.0151,0.0256,0.0453,0.0592,0.0894,0.0523,0.0186
3202,143,3.4615384615384617,1.0599576843083771,0.05,901.37,1,143.0,1.0,17,0.138,0.0552,0.046,0.0767,0.1074,0.0337,0.0,0.1319,0.0123,0.0092,0.0215,0.0307,0.0184,0.0859,0.0521,0.1564,0.0215,0.0031
3203,162,4.049382716049383,1.0909137382468344,695.74,205.7,38,4.26,0.5617,16,0.1061,0.045,0.0096,0.0129,0.2154,0.0579,0.0,0.1929,0.0064,0.0032,0.0386,0.0064,0.0225,0.0643,0.0675,0.1286,0.0225,0.0
3204,48,4.395833333333333,0.9618152902102719,0.01,901.47,1,48.0,1.0,14,0.0652,0.0435,0.0109,0.0109,0.4565,0.0109,0.0,0.1413,0.0217,0.0,0.0,0.0217,0.0,0.1304,0.0326,0.0109,0.0217,0.0217
3205,305,3.413114754098361,1.216589739945562,0.07,901.47,1,305.0,1.0,17,0.1223,0.0797,0.0284,0.0498,0.138,0.037,0.0,0.1764,0.0156,0.0043,0.0071,0.0185,0.027,0.0982,0.064,0.0882,0.0299,0.0156
3206,100,3.6,0.7784989441615229,0.02,901.54,1,100.0,1.0,18,0.0629,0.0286,0.0286,0.0171,0.1886,0.0457,0.0114,0.28,0.0114,0.0114,0.0571,0.0057,0.0057,0.0686,0.0457,0.0971,0.0286,0.0057
3207,99,4.141414141414141,1.1066598117676694,0.18,901.43,1,99.0,1.0,16,0.0952,0.0571,0.019,0.0286,0.1762,0.0571,0.0,0.1286,0.0095,0.0048,0.1905,0.0143,0.019,0.0333,0.0571,0.1048,0.0048,0.0
3208,384,3.3229166666666665,0.9694529335797883,0.09,901.56,1,384.0,1.0,18,0.1681,0.0809,0.0137,0.0237,0.1756,0.0324,0.0012,0.1333,0.0149,0.0025,0.0374,0.0125,0.0162,0.0548,0.0859,0.0959,0.0299,0.0212
3209,230,2.0608695652173914,1.1805331969922253,0.02,901.69,1,230.0,1.0,16,0.3818,0.0959,0.0017,0.0137,0.0634,0.0497,0.0,0.0651,0.012,0.0,0.0171,0.0017,0.012,0.0394,0.0753,0.1353,0.0274,0.0086
3210,149,4.5369127516778525,0.801379637511072,348.67,553.06,5,29.8,0.6779,17,0.0347,0.0695,0.0039,0.0077,0.1042,0.0463,0.0193,0.3745,0.0,0.0656,0.0193,0.0077,0.0347,0.0772,0.0193,0.0811,0.0309,0.0039
3211,97,4.051546391752577,0.9395381624835077,7.57,894.17,3,32.33,1.0,16,0.0479,0.0266,0.0,0.0106,0.1755,0.0638,0.0,0.3298,0.0053,0.0266,0.016,0.0213,0.0319,0.0957,0.016,0.0691,0.0532,0.0106
3212,26,2.8846153846153846,1.3364706678987932,0.02,901.8,1,26.0,1.0,11,0.1373,0.0588,0.0,0.0,0.2549,0.0,0.0,0.1961,0.0392,0.0196,0.0,0.0,0.0196,0.0588,0.0784,0.0784,0.0588,0.0
3213,137,3.6861313868613137,1.2111724073217742,0.04,902.02,1,137.0,1.0,18,0.1037,0.0481,0.0111,0.0111,0.2148,0.0519,0.0037,0.2333,0.0037,0.0037,0.0074,0.0037,0.0148,0.1037,0.0296,0.1185,0.0333,0.0037
3214,36,4.25,0.7699721701835353,0.01,902.05,1,36.0,1.0,14,0.0411,0.0685,0.0,0.0137,0.1644,0.0137,0.0,0.3288,0.0137,0.0,0.0274,0.0137,0.0411,0.1507,0.0548,0.0274,0.0411,0.0
3215,36,3.25,1.1801936887041649,0.03,902.65,1,36.0,1.0,11,0.0484,0.0,0.0323,0.0645,0.3226,0.0323,0.0,0.2581,0.0,0.0,0.0,0.0161,0.0161,0.1129,0.0,0.0645,0.0323,0.0
3216,324,3.324074074074074,0.9425809738843987,0.04,902.68,1,324.0,1.0,17,0.0815,0.0533,0.0089,0.0193,0.2207,0.0281,0.0,0.2267,0.0178,0.0089,0.0119,0.0133,0.0178,0.0844,0.1037,0.0593,0.0356,0.0089
3217,350,3.862857142857143,0.9744841304544533,54.86,847.93,5,70.0,0.0,18,0.0824,0.0611,0.0355,0.0597,0.1463,0.0227,0.0014,0.2244,0.0114,0.0043,0.017,0.0412,0.0114,0.1335,0.0355,0.0668,0.0398,0.0057
3218,62,3.467741935483871,0.8438347661946712,0.01,902.78,1,62.0,0.0,15,0.0638,0.0532,0.0213,0.0106,0.2872,0.0,0.0,0.2979,0.0,0.0213,0.0319,0.0106,0.0213,0.0638,0.0106,0.0213,0.0532,0.0319
3219,142,3.7464788732394365,0.8541647632704745,632.37,270.18,14,10.14,0.4437,17,0.1132,0.0642,0.0302,0.0377,0.2792,0.0075,0.0,0.1585,0.0189,0.0038,0.0226,0.0075,0.0038,0.0868,0.034,0.1094,0.0189,0.0038
3220,72,3.7777777777777777,0.8429028016446168,0.01,902.81,1,72.0,0.0,16,0.0616,0.0342,0.0137,0.0342,0.1164,0.0616,0.0,0.3082,0.0274,0.0411,0.0137,0.0068,0.0479,0.0479,0.0411,0.089,0.0548,0.0
3221,41,4.2926829268292686,1.0546066195274992,0.02,902.89,1,41.0,0.0,13,0.2783,0.0696,0.0,0.0087,0.0609,0.0435,0.0,0.1217,0.0174,0.0,0.0087,0.0,0.0261,0.0087,0.1391,0.1913,0.0261,0.0
3222,20,3.7,1.3803127029389886,0.01,902.9,1,20.0,0.0,13,0.175,0.05,0.0,0.0,0.05,0.05,0.0,0.275,0.05,0.025,0.05,0.0,0.025,0.0,0.05,0.075,0.1,0.025
3223,61,3.557377049180328,1.0571122640466406,0.04,902.9,1,61.0,0.0,13,0.1111,0.0505,0.0303,0.0202,0.2525,0.0404,0.0,0.202,0.0,0.0,0.0303,0.0202,0.0,0.0606,0.0606,0.1111,0.0101,0.0
3224,1115,3.7928251121076233,0.8178564842392967,779.05,123.9,33,33.79,0.6996,18,0.0794,0.0467,0.0096,0.0293,0.1967,0.038,0.0096,0.2439,0.0106,0.0067,0.0313,0.0202,0.025,0.0952,0.037,0.0933,0.0231,0.0043
3225,21,3.6666666666666665,0.6582805886043832,0.01,902.95,1,21.0,0.0,12,0.0667,0.0,0.0,0.0222,0.3333,0.0444,0.0667,0.2222,0.0,0.0222,0.0,0.0222,0.0,0.0889,0.0,0.0222,0.0667,0.0222
3226,124,4.346774193548387,0.8069248545897127,0.02,902.98,1,124.0,0.0,17,0.1301,0.0407,0.0081,0.0122,0.2439,0.0488,0.0203,0.2317,0.0081,0.0041,0.0,0.0203,0.0122,0.0528,0.0569,0.0488,0.0447,0.0163
3227,342,3.7280701754385963,1.090764383055521,14.15,888.99,5,68.4,0.0,18,0.0823,0.0781,0.0126,0.0307,0.2622,0.0446,0.0042,0.1897,0.0098,0.0126,0.0084,0.0112,0.0112,0.1297,0.0279,0.0628,0.0209,0.0014
3228,156,3.83974358974359,1.1273537091093082,0.03,903.19,1,156.0,0.0,17,0.2131,0.0847,0.0273,0.0328,0.0765,0.0355,0.0,0.1093,0.0219,0.0055,0.0437,0.0273,0.0109,0.0437,0.0738,0.1202,0.0628,0.0109
3229,196,3.4030612244897958,1.466127225852581,560.04,343.48,15,13.07,0.4439,18,0.0733,0.0393,0.0157,0.0236,0.1178,0.0314,0.0079,0.2958,0.0079,0.0131,0.0628,0.0131,0.0314,0.0838,0.0419,0.0759,0.0524,0.0131
3230,149,3.912751677852349,1.0900835940300713,0.04,903.49,1,149.0,0.0,18,0.1776,0.0738,0.0328,0.0301,0.0683,0.0492,0.0027,0.0984,0.0137,0.0109,0.041,0.0082,0.0191,0.0246,0.1557,0.1585,0.0273,0.0082
3231,153,4.124183006535947,1.0657358554804708,5.9,897.68,2,76.5,0.0,17,0.1429,0.0743,0.0143,0.0429,0.0657,0.02,0.0,0.22,0.04,0.0086,0.0371,0.0429,0.0086,0.0657,0.0714,0.0657,0.0771,0.0029
3232,64,3.0625,0.8705954904182008,0.02,903.57,1,64.0,0.0,14,0.0172,0.0086,0.0603,0.069,0.4914,0.0172,0.0,0.1466,0.0259,0.0,0.0172,0.0259,0.0,0.0862,0.0086,0.0172,0.0086,0.0
3233,161,4.086956521739131,0.8169402085512907,427.95,475.69,6,26.83,0.4969,17,0.0407,0.0203,0.0169,0.0102,0.2271,0.0712,0.0169,0.3153,0.0,0.0136,0.0102,0.0169,0.0475,0.078,0.0102,0.0678,0.0203,0.0169
3234,21,3.857142857142857,1.108409413786904,0.01,903.8,1,21.0,0.0,12,0.0769,0.0256,0.0,0.0256,0.0769,0.0513,0.0,0.4359,0.0256,0.0,0.0,0.0,0.0256,0.0769,0.0513,0.0256,0.1026,0.0
3235,37,4.108108108108108,0.9364170421755879,0.02,903.87,1,37.0,0.0,16,0.0794,0.0317,0.0476,0.0159,0.2698,0.0159,0.0,0.1587,0.0159,0.0159,0.0317,0.0159,0.0159,0.0476,0.0794,0.1429,0.0,0.0159
3236,23,2.9130434782608696,1.083472677771923,0.02,903.88,1,23.0,0.0,13,0.0816,0.0612,0.0204,0.0408,0.3673,0.0,0.0,0.102,0.0204,0.0,0.0612,0.0204,0.0,0.0408,0.0816,0.0408,0.0612,0.0
3237,78,3.8846153846153846,1.092842941280079,0.03,903.87,1,78.0,0.0,17,0.0728,0.0331,0.0331,0.0199,0.1921,0.0596,0.0199,0.245,0.0,0.0066,0.0331,0.0066,0.0331,0.0662,0.0464,0.0795,0.0464,0.0066
3238,32,4.46875,0.7613390156652904,0.01,903.92,1,32.0,0.0,12,0.1475,0.0656,0.0,0.0,0.1311,0.0328,0.0164,0.3279,0.0,0.0164,0.0,0.0,0.0164,0.0492,0.0164,0.0656,0.1148,0.0
3239,74,3.554054054054054,1.1120989890390582,0.06,903.88,1,74.0,0.0,14,0.0486,0.0139,0.0,0.0069,0.1528,0.0278,0.0,0.2986,0.0208,0.0,0.0208,0.0069,0.0208,0.2153,0.0347,0.1042,0.0278,0.0
3240,154,3.3701298701298703,1.154424841663439,2.34,901.66,2,77.0,0.2078,17,0.0455,0.021,0.0245,0.014,0.3846,0.0664,0.0,0.1748,0.0035,0.0035,0.014,0.0105,0.0175,0.0874,0.028,0.0909,0.0105,0.0035
3241,55,3.709090909090909,1.149439916312341,0.02,904.01,1,55.0,0.0,14,0.0893,0.0357,0.0,0.0089,0.1786,0.0536,0.0,0.2768,0.0,0.0,0.0179,0.0179,0.0625,0.0982,0.0357,0.0804,0.0357,0.0089
3242,210,3.5904761904761906,1.1754688617249462,0.15,903.95,1,210.0,0.0,16,0.3562,0.0946,0.0037,0.0037,0.0649,0.0408,0.0,0.0761,0.0074,0.0,0.026,0.0056,0.0111,0.0445,0.1002,0.1095,0.0464,0.0093
3243,229,3.816593886462882,0.9603931560423503,0.66,903.46,2,114.5,0.0,18,0.1686,0.0473,0.0095,0.0133,0.1534,0.0303,0.0019,0.125,0.0114,0.0038,0.0133,0.0057,0.0152,0.0947,0.1042,0.142,0.0549,0.0057
3244,24,4.125,0.740886660345738,0.01,904.44,1,24.0,0.0,13,0.1591,0.0455,0.0227,0.0227,0.1818,0.0455,0.0,0.2273,0.0,0.0,0.0455,0.0227,0.0,0.0227,0.0682,0.0909,0.0455,0.0
3245,79,2.607594936708861,1.0909619551874126,0.01,904.46,1,79.0,0.0,13,0.1288,0.0379,0.0455,0.0455,0.2348,0.0303,0.0,0.1742,0.0,0.0,0.0379,0.0,0.0076,0.053,0.0833,0.1136,0.0076,0.0
3246,232,3.310344827586207,1.2267847188402925,0.04,904.44,1,232.0,0.0,16,0.1303,0.036,0.0,0.0022,0.0854,0.0472,0.0022,0.4,0.0,0.0045,0.0045,0.0067,0.0449,0.0876,0.018,0.0966,0.027,0.0067
3247,29,3.896551724137931,0.8596023825918793,0.01,904.52,1,29.0,0.0,16,0.1977,0.2791,0.0116,0.0349,0.0581,0.0349,0.0,0.1163,0.0116,0.0116,0.0116,0.0233,0.0,0.0581,0.0814,0.0233,0.0349,0.0116
3248,84,3.5476190476190474,1.236052421245374,0.01,904.52,1,84.0,0.0,18,0.0667,0.0606,0.0121,0.0182,0.1091,0.0667,0.0061,0.2727,0.0121,0.0303,0.0364,0.0303,0.0182,0.097,0.0485,0.0727,0.0364,0.0061
3249,65,3.7384615384615385,1.189497308174275,0.03,904.59,1,65.0,0.0,16,0.0887,0.0726,0.0242,0.0403,0.1452,0.0565,0.0,0.2258,0.0081,0.0081,0.0403,0.0242,0.0242,0.0645,0.0565,0.0806,0.0403,0.0
3250,124,3.2419354838709675,1.084787399964114,0.12,904.45,1,124.0,0.0,17,0.0798,0.0228,0.019,0.0228,0.2471,0.0875,0.0,0.1825,0.0076,0.0076,0.0152,0.0076,0.0342,0.0722,0.0456,0.1027,0.038,0.0076
3251,56,4.464285714285714,0.8937009000226523,0.02,904.66,1,56.0,0.0,16,0.0612,0.0306,0.0102,0.0102,0.2347,0.0306,0.0,0.2449,0.0204,0.0,0.0612,0.0102,0.0306,0.0204,0.102,0.0612,0.0408,0.0306
3252,35,2.8857142857142857,0.8667528507029444,0.03,904.68,1,35.0,0.0,13,0.1324,0.0735,0.0147,0.0,0.1176,0.0,0.0,0.1912,0.0147,0.0147,0.0735,0.0,0.0147,0.0147,0.1029,0.2206,0.0147,0.0
3253,167,3.856287425149701,0.859219659291621,11.04,893.72,3,55.67,0.3772,18,0.0427,0.0142,0.0107,0.0107,0.3096,0.032,0.0071,0.3345,0.0071,0.0178,0.0036,0.0036,0.0142,0.0819,0.0107,0.0356,0.0605,0.0036
